%Active Power profiles for 672 hours [MW],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
%Technologies: Photovoltaic (pv), Wind (w), Load (L),,,,,,,,,,,,,,,,,,,,,,,,,,,,
%The number next to the name of the technology indicates the number of the node to which the technology is connected.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ppv11,Ppv16,Ppv23,Ppv28,Ppv3,Ppv32,Ppv6,Ppv8,Pw13,Pw22,Pw25,Pw27,Pw5,Pw9,PL10,PL12,PL14,PL15,PL17,PL18,PL19,PL20,PL24,PL26,PL27,PL29,PL30,PL33,PL4,PL6,PL7
1.028551,2.47278,1.236672,1.63689,2.17447,1.51878,0.820012,1.44708,0.8925,5.5113,1.563244,8.4999,1.183455,2.95521,0.051003333,0.236173333,0.10996,0.10996,0.039266,0.10869,0.059865,0.17558,0.31578,0.081493333,0.081493333,0.0369,0.138825,0.043618,0.071812,0.043025,0.06972
0.975273,2.38449,0.908675,1.47882,2.02878,1.22703,0.807483,1.42497,0.748,5.4813,1.712128,8.3754,1.100206,2.95026,0.046526667,0.241396667,0.098043333,0.098043333,0.049098,0.098745,0.062625,0.176905,0.265,0.08736,0.08736,0.040053333,0.146895,0.037672,0.072306,0.040915,0.07653
0.645405,1.8546,0.73663,1.14771,1.573928,0.85131,0.789565,1.39335,0.71825,5.8041,1.778305,8.3754,0.999107,2.87064,0.051196667,0.242273333,0.102926667,0.102926667,0.042516,0.11792,0.054515,0.180325,0.2935,0.08665,0.08665,0.04249,0.15112,0.04177,0.067696,0.0439275,0.0584
0.292995,0.88314,0.338732,0.54564,0.882487,0.55557,0.465511,0.82149,0.703375,5.5113,1.745207,7.8633,0.945574,2.5572,0.049566667,0.2556,0.105913333,0.105913333,0.041692,0.110965,0.054515,0.19611,0.30255,0.094196667,0.094196667,0.045716667,0.141315,0.03981,0.073002,0.0470725,0.071945
0.0594184,0.132471,0.0322601,0.086547,0.1364675,0.115908,0.1289093,0.227487,0.748,4.9059,1.621137,6.6174,0.886108,2.23383,0.052523333,0.265593333,0.114603333,0.114603333,0.045322,0.12508,0.05716,0.192425,0.32536,0.09777,0.09777,0.04637,0.14482,0.038188,0.075568,0.048255,0.068955
0,0,0,0.0037629,0,0,0.00179044,0.0031596,0.83725,4.7241,1.761756,6.1605,1.106139,2.00499,0.05744,0.313383333,0.1258,0.1258,0.05934,0.146485,0.06403,0.216425,0.35288,0.12347,0.12347,0.055633333,0.160535,0.042098,0.08094,0.04826,0.092565
0,0,0,0,0,0,0,0,0.813875,4.8654,1.861012,5.925,1.290504,1.89054,0.056506667,0.322396667,0.122546667,0.122546667,0.061634,0.168135,0.07428,0.23814,0.36794,0.137113333,0.137113333,0.069573333,0.17948,0.043342,0.085232,0.0480475,0.106335
0,0,0,0,0,0,0,0,0.714,4.9158,1.827914,5.6343,1.486752,1.86069,0.05389,0.32139,0.112013333,0.112013333,0.05934,0.17378,0.07428,0.243985,0.3427,0.134806667,0.134806667,0.074936667,0.193175,0.039832,0.084404,0.04339,0.10355
0,0,0,0,0,0,0,0,0.673625,4.6737,1.894091,5.7174,1.575968,1.67163,0.044256667,0.300586667,0.096123333,0.096123333,0.059666,0.186805,0.07428,0.22969,0.29183,0.130523333,0.130523333,0.07648,0.194335,0.034444,0.080904,0.0366775,0.103015
0,0,0,0,0,0,0,0,0.65025,4.6029,1.919,5.3022,1.7068,1.52736,0.038096667,0.245793333,0.081423333,0.081423333,0.050588,0.16535,0.06403,0.19754,0.25186,0.11246,0.11246,0.070113333,0.17583,0.028236,0.0647,0.0295425,0.08611
0,0,0,0,0,0,0,0,0.584375,4.926,1.90228,5.2191,1.8139,1.48755,0.029997,0.19089,0.06008,0.06008,0.038736,0.132445,0.048161,0.154005,0.18724,0.088296667,0.088296667,0.055266667,0.13726,0.021118,0.051362,0.0227,0.06828
0,0,0,0,0,0,0,0,0.45475,4.9158,1.885826,4.6929,1.8496,1.40298,0.023251333,0.14138,0.04647,0.04647,0.031686,0.100915,0.03877,0.1151,0.14291,0.062803333,0.062803333,0.038096667,0.106445,0.0170006,0.037858,0.01817075,0.055515
0,0,0,0,0,0,0,0,0.3825,4.4817,1.8031,4.0977,1.90298,1.38807,0.019840333,0.103643333,0.038736667,0.038736667,0.022792,0.06803,0.029343,0.079335,0.10494,0.04547,0.04547,0.026188,0.07799,0.012552,0.029112,0.01441725,0.0408155
0,0,0,0,0,0,0,0,0.34425,4.2195,1.770021,3.7239,1.92083,1.5174,0.0174,0.073453333,0.030016333,0.030016333,0.0146154,0.047255,0.0219745,0.05978,0.089686,0.036033333,0.036033333,0.018634,0.062275,0.0101212,0.0193078,0.01041675,0.032195
0,0,0,0,0,0,0,0,0.2975,4.3707,1.712128,3.4194,1.99223,1.36815,0.016153333,0.057493333,0.026304333,0.026304333,0.0117544,0.0399445,0.0178525,0.050995,0.081193,0.030559667,0.030559667,0.014810333,0.0546,0.0095604,0.0151454,0.00952525,0.0288065
0,0,0,0,0,0,0,0,0.299625,4.4514,1.579793,3.018,1.96248,1.25373,0.015751,0.05229,0.025034,0.025034,0.0111568,0.03718,0.0170725,0.0484165,0.074447,0.029290333,0.029290333,0.014077,0.05087,0.0092768,0.0146524,0.00998325,0.031962
0,0,0,0,0,0,0,0,0.2975,4.1688,1.497086,2.58876,2.04578,1.26369,0.015819667,0.052713333,0.024534,0.024534,0.0117544,0.036503,0.0178525,0.0458375,0.074402,0.027458333,0.027458333,0.013393,0.048387,0.0096592,0.0146478,0.010014,0.0306725
0,0,0,0,0,0,0,0,0.26775,4.068,1.373016,2.67183,1.96843,1.50249,0.017759,0.057936667,0.028664333,0.028664333,0.014449,0.0385505,0.0194565,0.05371,0.073611,0.032488667,0.032488667,0.015317333,0.05738,0.0109966,0.01663,0.01077975,0.0340745
0,0,0,0,0,0,0,0,0.278375,3.9468,1.215867,2.56107,1.77225,1.83582,0.02501,0.090653333,0.042196667,0.042196667,0.0196248,0.055955,0.0274115,0.07818,0.12042,0.046756667,0.046756667,0.022527,0.083765,0.0168516,0.024618,0.015309,0.0470355
0.00614669,0.0240855,0.01613043,0.0037629,0.0272935,0.03597,0.0179044,0.031596,0.306,3.7953,1.157955,2.71335,1.7187,1.78608,0.040243333,0.159463333,0.06832,0.06832,0.03097,0.0832,0.046935,0.131775,0.2105,0.07587,0.07587,0.036176667,0.13111,0.028718,0.04325,0.0274525,0.073135
0.178262,0.41346,0.327978,0.203199,0.363919,0.3837,0.230962,0.40758,0.27625,3.4926,1.009071,2.83794,1.84365,1.80099,0.052716667,0.22336,0.096123333,0.096123333,0.042516,0.12267,0.068335,0.182925,0.28875,0.096276667,0.096276667,0.050996667,0.17919,0.043932,0.065346,0.04138,0.10095
0.54706,1.12401,0.962445,0.81657,0.94163,0.96723,0.585463,1.03317,0.227375,3.1191,0.802294,3.018,1.7544,1.86069,0.06054,0.2702,0.121473333,0.121473333,0.047628,0.14911,0.07277,0.19641,0.3458,0.105363333,0.105363333,0.058303333,0.165845,0.048198,0.077476,0.0462,0.114755
0.952731,1.8546,1.532388,1.62558,1.328295,1.30695,0.941766,1.66194,0.227375,3.1392,0.769215,3.2949,1.78415,1.84578,0.059293333,0.282353333,0.1302,0.1302,0.049692,0.15176,0.053215,0.19328,0.31608,0.09743,0.09743,0.052946667,0.14684,0.048154,0.084232,0.0485725,0.09507
1.126896,2.25603,1.72596,1.96803,1.61942,1.34292,1.106479,1.95261,0.29325,2.98788,0.785764,3.5439,1.78415,1.98009,0.0571,0.268353333,0.12744,0.12744,0.052102,0.12508,0.054515,0.183915,0.30778,0.08565,0.08565,0.04681,0.13897,0.047978,0.0842,0.0472275,0.104355
1.104354,2.46879,1.98949,2.07714,1.70136,1.32294,1.024114,1.80726,0.448375,2.88693,0.802294,3.6408,1.8139,2.0199,0.05381,0.23791,0.113043333,0.113043333,0.041966,0.11211,0.06403,0.16466,0.30037,0.088663333,0.088663333,0.041346667,0.137465,0.043242,0.084394,0.046675,0.106515
0.993718,2.36442,2.08088,1.8288,1.528436,1.13109,0.86836,1.5324,0.561,3.1392,0.909834,3.3087,1.77225,2.05473,0.045636667,0.246676667,0.095646667,0.095646667,0.039,0.10869,0.0433465,0.173185,0.25784,0.08651,0.08651,0.043716667,0.13599,0.037116,0.089336,0.0420575,0.08935
0.749904,1.72212,1.645305,1.19661,1.159978,0.94725,0.750176,1.32384,0.601375,3.0687,0.967727,3.2394,1.635434,2.01492,0.049873333,0.247563333,0.0966,0.0966,0.042516,0.121475,0.044528,0.17368,0.2778,0.089643333,0.089643333,0.04196,0.12191,0.040176,0.081122,0.0431225,0.08754
0.329868,0.81891,0.742007,0.54186,0.600457,0.58353,0.460139,0.81201,0.62475,3.0282,0.951178,3.5301,1.379703,1.95522,0.049606667,0.266513333,0.103916667,0.103916667,0.038736,0.121475,0.046935,0.19179,0.30874,0.090093333,0.090093333,0.047493333,0.10717,0.040694,0.084772,0.046465,0.090745
0.0532712,0.108384,0.1021592,0.097836,0.0818805,0.151878,0.123539,0.21801,0.635375,3.2907,0.851922,3.7377,1.219138,1.95024,0.05016,0.26012,0.108433333,0.108433333,0.043908,0.131205,0.053215,0.193985,0.32157,0.09496,0.09496,0.047216667,0.12095,0.040026,0.08879,0.0470925,0.10035
0,0,0,0.0075258,0,0,0.00179044,0.0031596,0.677875,3.9165,0.818843,3.7101,1.207238,2.04975,0.054456667,0.30646,0.12201,0.12201,0.060318,0.162585,0.06403,0.221155,0.36172,0.12104,0.12104,0.05912,0.152035,0.04237,0.09593,0.0489725,0.120865
0,0,0,0,0,0,0,0,0.70125,3.9771,0.785764,3.6687,1.219138,2.06964,0.05385,0.322396667,0.115646667,0.115646667,0.060646,0.186805,0.07428,0.237145,0.368,0.13854,0.13854,0.071006667,0.18107,0.042854,0.099152,0.048005,0.125945
0,0,0,0,0,0,0,0,0.73525,4.0275,0.843657,3.8625,1.141822,2.02986,0.050173333,0.320383333,0.10945,0.10945,0.061634,0.194245,0.07734,0.241525,0.35523,0.13839,0.13839,0.074143333,0.18935,0.04111,0.09797,0.045065,0.11754
0,0,0,0,0,0,0,0,0.7565,4.0377,1.124876,4.167,0.993157,2.03484,0.042796667,0.29767,0.09422,0.09422,0.05837,0.19726,0.0758,0.22704,0.30298,0.131883333,0.131883333,0.071683333,0.18687,0.032354,0.087322,0.03721,0.105725
0,0,0,0,0,0,0,0,0.782,4.0782,1.455723,4.4022,0.773109,2.06964,0.036713333,0.23878,0.074943333,0.074943333,0.050288,0.17807,0.06545,0.189835,0.24728,0.112096667,0.112096667,0.064026667,0.169005,0.02492,0.069298,0.02822,0.09361
0,0,0,0,0,0,0,0,0.775625,4.0881,1.695579,4.6929,0.755276,2.16417,0.029345333,0.19011,0.061223333,0.061223333,0.041966,0.142585,0.053215,0.149405,0.18776,0.085003333,0.085003333,0.05141,0.1351,0.0195042,0.055222,0.0230045,0.076315
0,0,0,0,0,0,0,0,0.76925,4.1487,1.78657,5.2467,0.892058,2.32338,0.023672667,0.150986667,0.049886667,0.049886667,0.031208,0.10869,0.0433465,0.11276,0.14518,0.066376667,0.066376667,0.037443333,0.10661,0.0148552,0.041282,0.01836375,0.06086
0,0,0,0,0,0,0,0,0.707625,4.2798,1.869277,5.7312,0.874208,2.38308,0.020148333,0.107756667,0.039046667,0.039046667,0.02178,0.07734,0.031334,0.084205,0.10933,0.047816667,0.047816667,0.026065333,0.08044,0.011648,0.030146,0.01390775,0.04266
0,0,0,0,0,0,0,0,0.62475,4.1991,1.99329,5.856,0.648227,2.30847,0.017655667,0.07002,0.026562,0.026562,0.0142836,0.051915,0.0228435,0.06184,0.089909,0.040676667,0.040676667,0.018918333,0.068885,0.010063,0.0178696,0.01035875,0.026208
0,0,0,0,0,0,0,0,0.5015,4.2699,1.761756,6.1605,0.67796,2.18904,0.015558333,0.057936667,0.023548,0.023548,0.0123658,0.041361,0.0194565,0.048849,0.07798,0.033376667,0.033376667,0.014441667,0.056385,0.008781,0.0142242,0.0095855,0.022636
0,0,0,0,0,0,0,0,0.405875,4.3002,1.827914,5.9667,0.737426,2.199,0.014453,0.054863333,0.023304333,0.023304333,0.0111568,0.0378625,0.018647,0.0455695,0.077103,0.029744333,0.029744333,0.013764667,0.05701,0.0082916,0.013075,0.00864675,0.019803
0,0,0,0,0,0,0,0,0.3145,4.4112,2.01818,6.2712,0.606594,2.19402,0.014678,0.050186667,0.021867,0.021867,0.0104292,0.0351665,0.0178525,0.0423885,0.07236,0.028455667,0.028455667,0.012594,0.05407,0.007956,0.0128608,0.00875175,0.0224015
0,0,0,0,0,0,0,0,0.26775,4.3608,2.0596,6.465,0.457929,1.97016,0.015234667,0.052713333,0.021397333,0.021397333,0.0114538,0.03718,0.0194565,0.0483995,0.075213,0.030856,0.030856,0.01452,0.059385,0.0082642,0.0136898,0.00912,0.022474
0,0,0,0,0,0,0,0,0.23375,4.3707,1.869277,6.0912,0.309247,1.73631,0.017021333,0.06714,0.027867333,0.027867333,0.0152894,0.048786,0.024626,0.057725,0.089534,0.039243333,0.039243333,0.018447667,0.07252,0.01058,0.0180658,0.01151575,0.0270525
0.00819553,0.0120429,0.00537681,0.0037629,0.0181951,0.0239808,0.01432335,0.0252765,0.24225,4.2597,2.01818,5.8143,0.243831,1.7214,0.023646,0.100176667,0.040606667,0.040606667,0.023828,0.06535,0.036571,0.083395,0.12489,0.05601,0.05601,0.025083,0.104075,0.0149468,0.024016,0.01615625,0.037603
0.202844,0.36531,0.1613043,0.248355,0.345712,0.31176,0.204102,0.36018,0.31875,3.8964,2.01818,5.7729,0.202198,1.7811,0.028446667,0.134043333,0.048506667,0.048506667,0.030498,0.085195,0.05193,0.100885,0.15679,0.069986667,0.069986667,0.032596,0.131495,0.0193174,0.03446,0.01956825,0.0459785
0.602378,1.19223,0.510796,0.89934,0.978027,0.90726,0.581893,1.02687,0.359125,3.5127,1.98512,5.6205,0.1665167,1.91046,0.032432,0.176333333,0.06161,0.06161,0.036652,0.104215,0.058505,0.13261,0.18927,0.081216667,0.081216667,0.046926667,0.14639,0.022416,0.04756,0.02438525,0.05878
0.973233,1.88268,0.752761,1.64817,1.410167,1.35891,0.972196,1.71564,0.499375,3.2907,2.29938,5.7867,0.172465,1.93533,0.03342,0.18933,0.064726667,0.064726667,0.034126,0.105325,0.058505,0.135345,0.19967,0.07173,0.07173,0.044973333,0.13736,0.024946,0.053296,0.02754,0.0499975
1.012163,2.38449,0.865678,2.05455,1.628515,1.64667,1.115421,1.96839,0.646,3.0486,2.87014,5.5512,0.214098,1.95024,0.031492333,0.178593333,0.058193333,0.058193333,0.028414,0.086205,0.054515,0.13047,0.18921,0.066956667,0.066956667,0.045533333,0.136235,0.02399,0.054108,0.0254,0.0471345
1.108451,2.47278,0.817285,2.07339,1.573928,1.80255,1.101107,1.94313,0.71825,3.0585,3.43254,5.8143,0.225981,1.84578,0.028629333,0.171853333,0.057073333,0.057073333,0.020984,0.084195,0.05583,0.114215,0.16686,0.048836667,0.048836667,0.03951,0.116925,0.021702,0.04896,0.024522,0.054425
1.108451,2.23995,0.73663,1.8363,1.442008,1.6107,0.979353,1.72827,0.775625,3.1293,3.76333,5.9667,0.220048,1.83582,0.0253,0.155903333,0.044143333,0.044143333,0.02553,0.089265,0.0494015,0.110025,0.13501,0.052963333,0.052963333,0.03965,0.121285,0.0171722,0.04773,0.0224335,0.06473
0.887179,1.61775,0.548435,1.35465,1.164534,1.15107,0.809268,1.42812,0.813875,2.90712,3.93699,6.3405,0.422246,1.69155,0.0234,0.153083333,0.039356667,0.039356667,0.024038,0.104215,0.0494015,0.11669,0.13674,0.050383333,0.050383333,0.044606667,0.11951,0.0155402,0.043602,0.02169525,0.06399
0.420019,0.65835,0.26885,0.64347,0.605013,0.59154,0.492371,0.86889,0.79475,2.62449,3.77986,6.3126,0.773109,1.63185,0.021755333,0.16018,0.040293333,0.040293333,0.024038,0.09767,0.0433465,0.118065,0.12114,0.05767,0.05767,0.04811,0.12005,0.014184,0.044048,0.019865,0.0381525
0.0840055,0.116415,0.0483911,0.112887,0.1000773,0.131895,0.1414434,0.249606,0.796875,2.37213,3.48213,5.5512,0.719593,1.66668,0.022641333,0.169633333,0.045133333,0.045133333,0.027736,0.109825,0.046935,0.123225,0.1338,0.071843333,0.071843333,0.04651,0.11836,0.0143546,0.044108,0.0187885,0.048339
0,0,0,0,0,0,0.00179044,0.0031596,0.8755,2.39232,3.17604,5.2329,0.642277,1.64178,0.025661,0.209256667,0.05932,0.05932,0.042794,0.142585,0.05716,0.157485,0.17424,0.10121,0.10121,0.055796667,0.136865,0.0180174,0.051902,0.02105875,0.07001
0,0,0,0,0,0,0,0,0.88825,2.51346,2.80383,4.7484,0.570911,1.78608,0.031437667,0.247563333,0.07201,0.07201,0.04792,0.168135,0.071275,0.17968,0.1975,0.111616667,0.111616667,0.06411,0.16573,0.022526,0.060342,0.0264425,0.088205
0,0,0,0,0,0,0,0,0.83725,2.45289,2.40692,4.6653,0.529278,1.82091,0.032075667,0.247563333,0.07201,0.07201,0.048802,0.16535,0.07277,0.18957,0.21298,0.110323333,0.110323333,0.067423333,0.172535,0.024398,0.065328,0.027975,0.094675
0,0,0,0,0,0,0,0,0.711875,2.33175,2.11736,4.4301,0.446029,1.61691,0.028777,0.236173333,0.063546667,0.063546667,0.04447,0.16535,0.069795,0.179805,0.19018,0.10609,0.10609,0.067223333,0.17029,0.021008,0.06086,0.0254075,0.094495
0,0,0,0,0,0,0,0,0.558875,2.36205,1.95206,4.1394,0.416296,1.602,0.024423333,0.18933,0.048506667,0.048506667,0.037948,0.142585,0.059865,0.146165,0.1585,0.089553333,0.089553333,0.059026667,0.148765,0.0159936,0.046034,0.018303,0.079525
0,0,0,0,0,0,0,0,0.40375,2.17026,1.811384,3.5856,0.362763,1.56717,0.019931,0.155903333,0.039356667,0.039356667,0.031926,0.114415,0.046935,0.11672,0.12961,0.071383333,0.071383333,0.04653,0.124845,0.0130166,0.039142,0.01468275,0.0667
0,0,0,0,0,0,0,0,0.325125,1.94817,1.571509,3.087,0.451979,1.64178,0.016234333,0.125613333,0.032239667,0.032239667,0.02362,0.0832,0.036571,0.0943,0.10759,0.056026667,0.056026667,0.036433333,0.10305,0.011083,0.030696,0.01176025,0.052015
0,0,0,0,0,0,0,0,0.306,1.63527,1.488802,2.49186,0.570911,1.62189,0.013534,0.09508,0.027341667,0.027341667,0.0190556,0.06713,0.029343,0.07472,0.080027,0.04308,0.04308,0.027554,0.08456,0.0083312,0.023618,0.0094095,0.040819
0,0,0,0,0,0,0,0,0.308125,1.43337,1.571509,2.21499,0.541178,1.56219,0.011469,0.07002,0.022103667,0.022103667,0.014119,0.051915,0.020281,0.05672,0.07168,0.033963333,0.033963333,0.01988,0.066735,0.0065952,0.0165804,0.007713,0.0287765
0,0,0,0,0,0,0,0,0.312375,1.21131,1.480537,2.10423,0.416296,1.58208,0.010248,0.052713333,0.016536333,0.016536333,0.0116036,0.0392445,0.014102,0.0432035,0.061046,0.029769333,0.029769333,0.016090333,0.05639,0.005647,0.0123444,0.006488,0.0231655
0,0,0,0,0,0,0,0,0.3315,1.08009,1.348202,2.33958,0.285464,1.68657,0.009403,0.046496667,0.01471,0.01471,0.0101444,0.0332045,0.012706,0.036649,0.055793,0.025338333,0.025338333,0.013744667,0.05067,0.00533,0.0112772,0.0062545,0.020753
0,0,0,0,0,0,0,0,0.371875,1.03971,1.207583,2.36727,0.243831,1.71642,0.009304333,0.042546667,0.013928667,0.013928667,0.0093104,0.0294345,0.01203,0.0337115,0.05489,0.022878667,0.022878667,0.012378667,0.047249,0.0052868,0.0105254,0.00583375,0.021295
0,0,0,0,0,0,0,0,0.384625,0.91857,1.182769,2.87949,0.172465,1.80597,0.009715,0.045696667,0.016329,0.016329,0.0102864,0.0300485,0.014102,0.034527,0.052724,0.024971333,0.024971333,0.011778333,0.05134,0.0056156,0.011071,0.00618125,0.022636
0,0,0,0,0,0,0,0,0.410125,0.73689,1.182769,3.4749,0.1427286,1.82586,0.011105333,0.051863333,0.019564667,0.019564667,0.0116036,0.031925,0.0155575,0.041531,0.063234,0.028688667,0.028688667,0.014065333,0.05747,0.006438,0.0132222,0.0067615,0.025086
0.00614669,0.0080286,0,0.0225777,0.0272935,0.0199839,0.01611379,0.0284361,0.427125,0.61575,1.100062,4.0563,0.1189405,1.75623,0.013504,0.062,0.023548,0.023548,0.0125208,0.03718,0.0178525,0.05281,0.07397,0.03367,0.03367,0.017084667,0.0749,0.0070606,0.0144476,0.00820525,0.026384
0.1188368,0.3372,0.1236672,0.24459,0.52768,0.30774,0.266764,0.47076,0.469625,0.55518,1.009071,4.3608,0.1308354,1.71144,0.014523667,0.075446667,0.026562,0.026562,0.0139552,0.047255,0.024626,0.061435,0.079088,0.038056667,0.038056667,0.019892333,0.0887,0.0077286,0.0195654,0.0097755,0.029289
0.465103,1.11597,0.354863,0.73002,1.37377,0.80337,0.780623,1.37757,0.507875,0.38358,0.926364,3.987,0.101099,1.68159,0.017869667,0.10248,0.032807,0.032807,0.018494,0.07543,0.035494,0.08354,0.10046,0.055553333,0.055553333,0.028748333,0.104585,0.0097286,0.027228,0.01248975,0.039403
0.770389,1.86663,0.602205,1.10631,1.70578,1.14708,1.15124,2.0316,0.5355,0.3735,1.058699,3.8625,0.0892058,1.79103,0.01889,0.12818,0.03843,0.03843,0.029102,0.08722,0.0410285,0.09671,0.11709,0.06476,0.06476,0.031908333,0.10607,0.0123904,0.035904,0.0157045,0.0498765
0.881025,2.25603,0.639844,1.27188,1.74675,1.31496,1.412632,2.49288,0.646,0.46434,1.323388,3.7377,0.0951524,2.07462,0.020330333,0.12434,0.030565,0.030565,0.02178,0.09133,0.04218,0.10103,0.11665,0.060133333,0.060133333,0.032130333,0.11317,0.0141832,0.042594,0.0187865,0.0542
0.897413,2.38848,0.73663,1.09878,1.696753,1.41885,1.46098,2.5782,0.82025,0.66621,1.819649,3.6687,0.1248871,2.52735,0.019589,0.126253333,0.033092667,0.033092667,0.031686,0.086205,0.0494015,0.098475,0.11458,0.057203333,0.057203333,0.031192667,0.10358,0.015514,0.050518,0.02020025,0.059505
0.846192,2.18376,0.806531,0.88428,1.501151,1.6347,1.342813,2.36967,0.9435,0.96903,2.20837,3.5856,0.1189405,3.1044,0.017522667,0.12434,0.025792667,0.025792667,0.029796,0.072615,0.046935,0.102025,0.11096,0.0731,0.0731,0.046466667,0.11036,0.0131796,0.04808,0.01707175,0.06706
0.526575,1.60971,0.661352,0.66603,1.228216,1.41486,1.197786,2.11374,1.013625,1.21131,2.52263,3.267,0.1665167,3.6021,0.014872333,0.110143333,0.027341667,0.027341667,0.024886,0.073545,0.048161,0.093615,0.096809,0.053536667,0.053536667,0.033123333,0.094975,0.0118112,0.043078,0.0159765,0.043824
0.266356,0.7587,0.290358,0.37629,0.632298,0.85533,0.748391,1.32069,1.037,1.43337,2.77077,3.1839,0.178415,3.8358,0.015709,0.118066667,0.032522667,0.032522667,0.021578,0.072615,0.037663,0.09627,0.10008,0.05588,0.05588,0.031993667,0.09545,0.0112824,0.040712,0.016233,0.044371
0.0512227,0.140499,0.0483911,0.067734,0.1046248,0.179856,0.207689,0.36651,1.0965,1.62516,2.89484,3.4608,0.1665167,3.9204,0.017083667,0.12056,0.03721,0.03721,0.025314,0.082205,0.035494,0.099775,0.09954,0.060096667,0.060096667,0.036073333,0.098975,0.0118148,0.03943,0.0158445,0.05203
0,0,0,0,0,0,0.00537132,0.0094788,1.119875,2.15007,2.95279,3.8484,0.208148,3.7512,0.021279,0.14821,0.046806667,0.046806667,0.034374,0.119095,0.0433465,0.117445,0.12411,0.07967,0.07967,0.040973333,0.11831,0.0142516,0.04471,0.0180565,0.070535
0,0,0,0,0,0,0,0,1.1305,2.41251,3.00238,4.0701,0.214098,3.4926,0.025508,0.176333333,0.05235,0.05235,0.039,0.142585,0.0494015,0.14053,0.15329,0.0868,0.0868,0.049123333,0.146035,0.0178248,0.052714,0.02232675,0.076505
0,0,0,0,0,0,0,0,1.16025,2.71533,2.91137,4.3191,0.220048,3.1791,0.027101333,0.184693333,0.057073333,0.057073333,0.039,0.147795,0.053215,0.15017,0.16994,0.084783333,0.084783333,0.049836667,0.15855,0.020282,0.054482,0.02317575,0.081055
0,0,0,0,0,0,0,0,1.18575,3.2907,3.01074,4.776,0.267614,2.77113,0.025784667,0.186233333,0.053423333,0.053423333,0.03821,0.150435,0.05583,0.15269,0.16697,0.085783333,0.085783333,0.052756667,0.162495,0.0182136,0.053988,0.0219065,0.08106
0,0,0,0,0,0,0,0,1.179375,3.7449,3.02727,5.1222,0.315197,2.38806,0.022899,0.16451,0.045466667,0.045466667,0.034624,0.134945,0.048161,0.13745,0.14976,0.08238,0.08238,0.050293333,0.14874,0.0152618,0.046172,0.0173825,0.07238
0,0,0,0,0,0,0,0,1.12625,3.7752,3.01891,5.0946,0.374663,2.28855,0.018715667,0.13802,0.03843,0.03843,0.029796,0.10644,0.03877,0.11628,0.12321,0.0643,0.0643,0.040713333,0.12134,0.012138,0.037624,0.014642,0.062005
0,0,0,0,0,0,0,0,1.030625,3.735,3.00238,4.6929,0.416296,2.12439,0.014302667,0.109543333,0.031118667,0.031118667,0.024038,0.084195,0.030331,0.08751,0.091875,0.05179,0.05179,0.030984667,0.096545,0.009706,0.027852,0.011233,0.0458045
0,0,0,0,0,0,0,0,0.23375,1.21131,2.19184,1.84122,0.576861,2.0199,0.041353333,0.050603333,0.015510333,0.015510333,0.0139552,0.0270905,0.0156785,0.0438255,0.045708,0.023883667,0.023883667,0.014938,0.048948,0.0055884,0.0150532,0.00872725,0.0193295
0,0,0,0,0,0,0,0,0.231625,1.15074,2.2002,1.91043,0.511445,1.91046,0.03568,0.0395,0.012421667,0.012421667,0.0094472,0.021991,0.0124805,0.0332805,0.040427,0.022141667,0.022141667,0.011979333,0.0409565,0.0044926,0.0127794,0.006721,0.016938
0,0,0,0,0,0,0,0,0.155125,1.12047,2.06777,2.07654,0.416296,1.80597,0.032993667,0.03405,0.011517667,0.011517667,0.00799,0.0194695,0.011286,0.027082,0.039779,0.020791,0.020791,0.00918,0.035706,0.004224,0.0096844,0.00587775,0.01756
0,0,0,0,0,0,0,0,0.172125,1.15074,1.919,2.31189,0.398446,1.74129,0.031900667,0.030275333,0.011517667,0.011517667,0.0073624,0.0177055,0.0101445,0.0245405,0.039354,0.02013,0.02013,0.008341,0.0358395,0.0040214,0.00969,0.00553225,0.013639
0,0,0,0,0,0,0,0,0.244375,1.2315,1.844463,2.36727,0.392496,1.66668,0.03296,0.030610667,0.013166,0.013166,0.0072394,0.0185175,0.0104025,0.023513,0.039396,0.018519333,0.018519333,0.007943667,0.034506,0.0041494,0.0089542,0.00567825,0.01499
0,0,0,0,0,0,0,0,0.286875,1.34253,1.736942,2.25651,0.392496,1.64676,0.037386667,0.036186667,0.014317,0.014317,0.008377,0.0220435,0.011733,0.0258725,0.043586,0.022141667,0.022141667,0.009167,0.038449,0.0051992,0.0106554,0.0071145,0.016066
0.0409785,0.096342,0.1021592,0.071496,0.0955281,0.095922,0.0716159,0.126381,0.244375,1.41318,1.770021,1.96581,0.416296,1.58208,0.0511,0.050186667,0.022820667,0.022820667,0.0107176,0.0277865,0.0178525,0.0357305,0.055937,0.028693,0.028693,0.012839333,0.05845,0.0095348,0.0143436,0.0114055,0.022294
0.27455,0.81891,0.715122,0.56067,0.463998,0.61551,0.36346,0.6414,0.197625,1.2315,1.877542,1.56432,0.434129,1.59702,0.081503333,0.08315,0.039356667,0.039356667,0.0177576,0.0374635,0.0230835,0.0382475,0.053655,0.024597333,0.024597333,0.012395,0.06927,0.0184894,0.02513,0.019432,0.0305305
