step,agent,economic_cost,step_total_cost,voltage_cost,voltage_violation_area,voltage_min_pu,voltage_max_pu,pf_converged,pcc_p_kw,pcc_q_kvar,p_el,p_bat,soc,p_ht,h2_level,pending_h2_energy,h2_emergency_buy_energy,h2_planned_external_order_energy,h2_late_order_energy,external_min_eta,action_0,action_1,action_2,action_3,action_4,action_5,action_6
16,2,261347.40592871094,261347.40592871094,0.0,0.0,0.9569525273911199,1.0,True,-660.26904296875,514.185791015625,33.37409973144531,-0.0,0.41814929246902466,-294.8392333984375,15.0,687.4549560546875,989.8457641601562,144.22689819335938,144.22689819335938,0.0,-0.8665035963058472,-0.3921343684196472,0.9065531492233276,-0.9264938831329346,-0.9151319861412048,-0.9556224942207336,0.9751552939414978
16,3,261347.40592871094,261347.40592871094,0.0,0.0,0.9569525273911199,1.0,True,2164.09375,533.60009765625,591.224853515625,5.019338641432114e-05,0.8999999761581421,-115.07492065429688,20.846769332885742,282.9288330078125,1557.310302734375,62.983558654785156,62.983558654785156,0.16666666666666666,0.47806212306022644,0.7265056371688843,0.9076670408248901,-0.907595157623291,-0.914372444152832,-0.9844963550567627,0.9001039266586304
17,0,322246.5927909546,322246.5927909546,0.10429521908316819,0.10429521908316819,0.9420075464132801,1.0,True,1136.7301025390625,637.0216064453125,55.626808166503906,-87.02252960205078,0.10000000149011612,-454.53131103515625,314.5447082519531,10752.2841796875,1.52587890625e-05,1642.0330810546875,1642.0330810546875,0.16666666666666666,-0.9443731904029846,-0.9645294547080994,0.8202975392341614,-0.8659257292747498,-0.8864585161209106,0.9704396724700928,0.44914090633392334
17,1,322246.5927909546,322246.5927909546,0.10429521908316819,0.10429521908316819,0.9420075464132801,1.0,True,1126.1427001953125,485.16094970703125,1.3064146041870117,7.52900741645135e-05,0.8999999761581421,-29.89908790588379,475.0,3649.404052734375,323.01904296875,1269.2315673828125,1269.2315673828125,0.3333333333333333,-0.999129056930542,0.6250001192092896,-0.8968419432640076,0.9531663656234741,-0.014949544332921505,0.9038472771644592,-0.9661064743995667
17,2,322246.5927909546,322246.5927909546,0.10429521908316819,0.10429521908316819,0.9420075464132801,1.0,True,-316.978515625,663.5492553710938,34.59285354614258,-0.0,0.41814929246902466,-0.0,17.85487174987793,742.3038940429688,1739.6427001953125,160.25836181640625,160.25836181640625,0.0,-0.8616285920143127,-0.43618935346603394,0.889724612236023,-0.9365668892860413,-0.9093377590179443,-0.9506897330284119,0.9756327271461487
17,3,322246.5927909546,322246.5927909546,0.10429521908316819,0.10429521908316819,0.9420075464132801,1.0,True,2424.965576171875,610.7089233398438,606.1043090820312,5.019338641432114e-05,0.8999999761581421,-194.87281799316406,17.52812385559082,259.5874938964844,1756.400146484375,65.64762115478516,65.64762115478516,0.0,0.5152608156204224,0.6074584722518921,0.8918303847312927,-0.9015660881996155,-0.8905928134918213,-0.9838405847549438,0.9053764343261719
18,0,342922.4567780762,342922.4567780762,0.039875538768336494,0.039875538768336494,0.9453996846096921,1.0,True,1177.2777099609375,646.3250732421875,0.0,-7.078051567077637e-06,0.10000000149011612,-513.1134033203125,344.95684814453125,10801.755859375,0.0,1641.898681640625,1641.898681640625,0.0,-1.0,-0.9675652384757996,0.8047659397125244,-0.8450043797492981,-0.889485239982605,0.970278263092041,0.4766104519367218
18,1,342922.4567780762,342922.4567780762,0.039875538768336494,0.039875538768336494,0.9453996846096921,1.0,True,930.6433715820312,506.6265563964844,0.0,-276.0368347167969,0.8031449317932129,0.0,475.0,3579.0185546875,387.6036682128906,1265.9276123046875,1265.9276123046875,0.16666666666666666,-1.0,-0.23003068566322327,-0.8904653787612915,0.9482792019844055,0.051314983516931534,0.8988913893699646,-0.9628099799156189
18,2,342922.4567780762,342922.4567780762,0.039875538768336494,0.039875538768336494,0.9453996846096921,1.0,True,-279.908203125,727.9530029296875,37.5926513671875,-0.0,0.41814929246902466,-95.15287780761719,18.01515007019043,816.3934326171875,1734.7760009765625,186.52186584472656,186.52186584472656,0.0,-0.8496294021606445,-0.5024235844612122,0.8766213655471802,-0.9489457011222839,-0.9046549201011658,-0.942608654499054,0.9706006050109863
18,3,342922.4567780762,342922.4567780762,0.039875538768336494,0.039875538768336494,0.9453996846096921,1.0,True,2054.148681640625,607.1900024414062,551.8570556640625,-304.0,0.7399999499320984,-84.26236724853516,17.275815963745117,256.83502197265625,2003.989990234375,78.77206420898438,78.77206420898438,0.0,0.37964269518852234,-0.3799999952316284,0.8837906718254089,-0.8781487941741943,-0.8677870035171509,-0.9806099534034729,0.9109797477722168
19,0,350413.8905181885,350413.8905181885,0.013936349576157636,0.013936349576157636,0.9473367832886503,1.0,True,1119.1239013671875,637.525390625,0.0,-7.078051567077637e-06,0.10000000149011612,-482.18902587890625,376.3187255859375,10838.0205078125,0.0,1642.5892333984375,1642.5892333984375,0.0,-1.0,-0.9685996174812317,0.8024905323982239,-0.836861789226532,-0.892966091632843,0.971107006072998,0.5418636798858643
19,1,350413.8905181885,350413.8905181885,0.013936349576157636,0.013936349576157636,0.9473367832886503,1.0,True,878.9588623046875,512.0701293945312,0.0,-288.518798828125,0.7019102573394775,0.0,475.0,4764.76123046875,399.8174743652344,1266.8193359375,1266.8193359375,0.16666666666666666,-1.0,-0.24043232202529907,-0.8812161684036255,0.9307425618171692,0.19552892446517944,0.9002289175987244,-0.9682957530021667
19,2,350413.8905181885,350413.8905181885,0.013936349576157636,0.013936349576157636,0.9473367832886503,1.0,True,-304.1650390625,722.8905639648438,37.73769760131836,-0.0,0.41814929246902466,-100.49494934082031,18.281583786010742,896.337646484375,1738.521484375,202.2643280029297,202.2643280029297,0.16666666666666666,-0.8490492105484009,-0.5279961824417114,0.8746842741966248,-0.9561324119567871,-0.8979765176773071,-0.9377648234367371,0.9682979583740234
19,3,350413.8905181885,350413.8905181885,0.013936349576157636,0.013936349576157636,0.9473367832886503,1.0,True,1942.5062255859375,590.61474609375,487.5352478027344,-304.0,0.5799999237060547,-75.85294342041016,15.0,358.7507629394531,2028.7257080078125,108.88434600830078,108.88434600830078,0.0,0.21883809566497803,-0.3799999952316284,0.8634280562400818,-0.8694247007369995,-0.8643379807472229,-0.9731976985931396,0.9057958722114563
20,0,360217.397354126,360217.397354126,0.0,0.0,0.9500553510493389,1.0,True,944.936279296875,588.0187377929688,0.0,-7.078051567077637e-06,0.10000000149011612,-475.2477111816406,407.8520202636719,10863.712890625,0.0,1644.0084228515625,1644.0084228515625,0.0,-1.0,-0.9704703688621521,0.7922927141189575,-0.8274692296981812,-0.9004709720611572,0.9728100895881653,0.613682210445404
20,1,360217.397354126,360217.397354126,0.0,0.0,0.9500553510493389,1.0,True,770.618408203125,493.461181640625,0.0,-315.1396789550781,0.5913349390029907,0.0,475.0,5974.3271484375,394.2303771972656,1270.552490234375,1270.552490234375,0.16666666666666666,-1.0,-0.2626163959503174,-0.8644429445266724,0.9196551442146301,0.37179458141326904,0.9058287143707275,-0.9684710502624512
20,2,360217.397354126,360217.397354126,0.0,0.0,0.9500553510493389,1.0,True,-190.8388671875,756.2503662109375,36.06906509399414,-0.0,0.41814929246902466,-109.37519073486328,18.563920974731445,978.28759765625,1898.4686279296875,210.85655212402344,210.85655212402344,0.16666666666666666,-0.8557237386703491,-0.5635051131248474,0.8780116438865662,-0.9637637138366699,-0.8996078372001648,-0.9351210594177246,0.9610052108764648
20,3,360217.397354126,360217.397354126,0.0,0.0,0.9500553510493389,1.0,True,1761.7481689453125,563.2005004882812,385.8300476074219,-304.0,0.4199999272823334,-0.0,16.900901794433594,426.2138977050781,2023.3017578125,137.41616821289062,137.41616821289062,0.0,-0.035424888134002686,-0.3799999952316284,0.8395625948905945,-0.8814308047294617,-0.878956139087677,-0.9661744832992554,0.9005928039550781
21,0,310716.60277087404,310716.60277087404,0.0,0.0,0.9522271224872784,1.0,True,632.994384765625,493.6532897949219,0.0,-7.078051567077637e-06,0.10000000149011612,-373.8350524902344,442.4692687988281,10891.7099609375,0.0,1647.908203125,1647.908203125,0.0,-1.0,-0.9697131514549255,0.806348443031311,-0.8245995044708252,-0.9004040956497192,0.977489709854126,0.709691047668457
21,1,310716.60277087404,310716.60277087404,0.0,0.0,0.9522271224872784,1.0,True,1188.224853515625,427.8151550292969,0.0,325.94720458984375,0.6945515275001526,0.0,475.0,5981.90087890625,330.80010986328125,1274.8028564453125,1274.8028564453125,0.0,-1.0,0.2716226577758789,-0.8510561585426331,0.906231701374054,0.5051784515380859,0.9122042655944824,-0.9689263105392456
21,2,310716.60277087404,310716.60277087404,0.0,0.0,0.9522271224872784,1.0,True,-535.320556640625,619.3477172851562,31.603500366210938,-0.0,0.41814929246902466,-118.78548431396484,22.910184860229492,906.150146484375,1479.190673828125,199.48858642578125,199.48858642578125,0.16666666666666666,-0.8735859990119934,-0.5812825560569763,0.8812803626060486,-0.9702731966972351,-0.8972201943397522,-0.9386188983917236,0.9583207368850708
21,3,310716.60277087404,310716.60277087404,0.0,0.0,0.9522271224872784,1.0,True,1931.25439453125,488.081787109375,281.9718933105469,199.77381896972656,0.5148925185203552,-63.3570556640625,15.0,582.3313598632812,1752.6180419921875,162.62237548828125,162.62237548828125,0.0,-0.29507026076316833,0.24971726536750793,0.817206084728241,-0.9118587970733643,-0.8994056582450867,-0.9599698781967163,0.8963215947151184
22,0,238249.01116674804,238249.01116674804,0.0,0.0,0.9629594356736817,1.0,True,307.2135009765625,386.355224609375,41.84180450439453,-7.078051567077637e-06,0.10000000149011612,-272.06689453125,475.0,6243.48486328125,1.33514404296875e-05,1651.4395751953125,1651.4395751953125,0.0,-0.9581581950187683,-0.9708536267280579,0.8245334029197693,-0.8223062753677368,-0.8894992470741272,0.9817273020744324,0.7625121474266052
22,1,238249.01116674804,238249.01116674804,0.0,0.0,0.9629594356736817,1.0,True,1007.3533935546875,334.2379455566406,0.0,467.4972229003906,0.8425922989845276,0.0,475.0,7219.94921875,257.0876770019531,1278.975341796875,1278.975341796875,0.0,-1.0,0.38958102464675903,-0.8508254289627075,0.8979665637016296,0.6238700747489929,0.918462872505188,-0.9589666128158569
22,2,238249.01116674804,238249.01116674804,0.0,0.0,0.9629594356736817,1.0,True,-884.9730224609375,492.3745422363281,27.88664436340332,-0.0,0.41814929246902466,-263.6464538574219,15.0,1085.848876953125,933.4642333984375,187.18612670898438,187.18612670898438,0.16666666666666666,-0.8884534239768982,-0.5958027243614197,0.891660213470459,-0.975377082824707,-0.8973567485809326,-0.9424042701721191,0.9526841640472412
22,3,238249.01116674804,238249.01116674804,0.0,0.0,0.9629594356736817,1.0,True,1545.8616943359375,377.6498718261719,172.35708618164062,265.57415771484375,0.6410402655601501,-0.0,16.783872604370117,679.1773681640625,1359.8187255859375,162.8151092529297,162.8151092529297,0.0,-0.5691072940826416,0.33196768164634705,0.8462833166122437,-0.9262663722038269,-0.9233273863792419,-0.9599224328994751,0.9105263948440552
23,0,236886.81343460083,-97054.51654101885,0.0,0.0,0.9714230492629025,1.0,True,68.35521697998047,296.28717041015625,74.2313232421875,-7.078051567077637e-06,0.10000000149011612,-196.75460815429688,469.0967712402344,7831.123046875,3.814697265625e-06,1653.78955078125,1653.78955078125,0.0,-0.9257686734199524,-0.9759000539779663,0.855974555015564,-0.828497588634491,-0.8989964723587036,0.9845473170280457,0.8178467154502869
23,1,236886.81343460083,-97054.51654101885,0.0,0.0,0.9714230492629025,1.0,True,467.74658203125,261.2710876464844,0.676184892654419,181.2874755859375,0.8999999761581421,0.0,475.0,8461.8623046875,191.86309814453125,1282.968505859375,1282.968505859375,0.0,-0.9995492100715637,0.6783506870269775,-0.8502898812294006,0.8839288949966431,0.7168626189231873,0.9244528412818909,-0.9442792534828186
23,2,236886.81343460083,-97054.51654101885,0.0,0.0,0.9714230492629025,1.0,True,-1149.507080078125,394.71014404296875,24.489864349365234,-0.0,0.41814929246902466,-0.0,15.0,1244.7137451171875,989.0724487304688,165.48422241210938,165.48422241210938,0.0,-0.9020405411720276,-0.6010006070137024,0.9059339165687561,-0.979293942451477,-0.8946349024772644,-0.9490817785263062,0.951903223991394
23,3,236886.81343460083,-97054.51654101885,0.0,0.0,0.9714230492629025,1.0,True,1494.6583251953125,317.0715026855469,108.77108764648438,461.6400146484375,0.8603192567825317,-59.45647430419922,15.0,838.3651733398438,1125.866455078125,165.8206024169922,165.8206024169922,0.0,-0.7280722856521606,0.5770500302314758,0.880982518196106,-0.9392772316932678,-0.9388844966888428,-0.959182620048523,0.919660747051239
